GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "48121","Denton, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",54.686,60.588,64.115,69.771,77.084,84.023,88.577,90.214,91.013,91.799,95.000,100.000,106.876,116.028,125.163,133.001,142.204,147.614,155.990,162.139
 "48121","Denton, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",9072939,10152382,11172702,12596273,14648614,16389214,17811323,19049288,18241309,18954206,20049454,21336311,23347108,25757544,27554092,29651421,32295556,34291994,37014547,39019939
 "48123","DeWitt, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",603825,570984,572651,580780,698045,742295,785706,858865,927825,845143,1572815,3373404,5006695,6816030,9849247,8677620,7481154,6586451,6501016,5046274
 "48123","DeWitt, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",17.900,16.926,16.975,17.216,20.693,22.004,23.291,25.460,27.504,25.053,46.624,100.000,148.417,202.052,291.968,257.236,221.769,195.246,192.714,149.590
 "48123","DeWitt, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",463692,431594,477336,515624,699286,761710,843847,1091413,847344,879282,1772201,3373404,5351861,7058425,4936292,3757839,4117960,4365348,3455182,1818376
 "48125","Dickens, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",91933,138471,129624,144793,138868,150577,170949,149940,164971,165849,159000,166854,148630,137796,130112,139250,139218,138575,134036,126730
 "48125","Dickens, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",55.097,82.989,77.687,86.778,83.227,90.245,102.454,89.863,98.871,99.397,95.293,100.000,89.078,82.585,77.979,83.456,83.437,83.052,80.331,75.952
 "48125","Dickens, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",57007,78393,96586,123872,143207,156454,190964,211482,138115,169082,176303,166854,156571,145098,105885,108381,115720,122597,113078,99889
 "48127","Dimmit, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",224636,241131,245892,241859,252079,320430,321440,307787,344792,526518,1126022,2394498,4048777,5002399,6071334,5422301,5669044,5432252,5917527,4221673
 "48127","Dimmit, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",9.381,10.070,10.269,10.101,10.527,13.382,13.424,12.854,14.399,21.989,47.025,100.000,169.087,208.912,253.553,226.448,236.753,226.864,247.130,176.307
 "48127","Dimmit, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",154838,163428,187178,199635,236855,309090,325487,368774,310425,540876,1261931,2394498,4327061,5178828,3041082,2337903,3151459,3660457,3136097,1413857
 "48129","Donley, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",120423,109261,115659,116138,125585,125580,99945,90538,88029,114725,107583,94188,125068,107686,130949,118608,147141,153317,140676,140226
 "48129","Donley, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",127.854,116.003,122.796,123.305,133.335,133.330,106.113,96.125,93.462,121.805,114.222,100.000,132.786,114.332,139.030,125.927,156.221,162.779,149.357,148.879
 "48129","Donley, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",83319,74359,83393,91566,94261,94796,85039,78342,75373,102009,104865,94188,128177,109900,128474,112270,143529,151401,141267,141045
 "48131","Duval, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",898657,1021850,996391,970903,866076,820365,939883,867400,808827,610797,516292,505752,517073,500453,460568,406504,404315,412608,401432,364462
 "48131","Duval, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",177.687,202.046,197.012,191.972,171.245,162.207,185.839,171.507,159.925,120.770,102.084,100.000,102.238,98.952,91.066,80.376,79.943,81.583,79.373,72.063
 "48131","Duval, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",459881,459862,631077,720702,838269,809067,981411,1177054,646874,595571,548907,505752,540313,523066,374222,317925,345493,374884,351005,299713
 "48133","Eastland, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",543411,572934,553949,541148,532405,543216,547942,550787,560208,627321,767737,868781,802421,778199,674830,589323,647276,814348,839457,763674
 "48133","Eastland, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",62.549,65.947,63.762,62.288,61.282,62.526,63.070,63.398,64.482,72.207,88.369,100.000,92.362,89.574,77.676,67.833,74.504,93.735,96.625,87.902
 "48133","Eastland, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",385649,404830,418566,437427,463824,493923,518555,561494,511794,602062,762070,868781,816628,805185,677443,587157,669611,869607,872098,727138
 "48135","Ector, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5659756,6106055,5827785,6067630,6238823,7264292,7990738,8655570,8842289,9318819,10941179,12954241,13295751,13342124,11962099,10386145,11178384,12904779,13506926,11190764
 "48135","Ector, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",43.690,47.136,44.987,46.839,48.160,56.077,61.684,66.816,68.258,71.936,84.460,100.000,102.636,102.994,92.341,80.176,86.291,99.618,104.266,86.387
 "48135","Ector, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3856807,4021359,4340571,4845569,5613124,6735791,7707277,9394055,7853227,9048247,11224437,12954241,13774214,13888090,10744939,9127233,10353049,12353703,12805007,10194042
 "48137","Edwards, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",268066,257735,251834,201317,200526,205091,184466,160113,151605,117820,103964,92635,102693,104742,115476,100722,100919,97043,83509,95546
 "48137","Edwards, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",289.378,278.226,271.857,217.323,216.468,221.397,199.132,172.843,163.658,127.188,112.230,100.000,110.857,113.069,124.657,108.730,108.943,104.758,90.149,103.143
 "48137","Edwards, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",142721,118084,162915,153572,198349,205417,195906,223101,119632,116250,112594,92635,107089,106907,89474,74488,80261,81884,68403,76650
 "48139","Ellis, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3414511,3567594,3607655,3881995,3957597,4181109,4605722,4418219,4169711,4366710,4692900,4884796,4874274,4867792,5000529,5211571,5401006,5807118,5939989,6059144
 "48139","Ellis, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",69.901,73.035,73.855,79.471,81.019,85.594,94.287,90.448,85.361,89.394,96.072,100.000,99.785,99.652,102.369,106.690,110.568,118.882,121.602,124.041
 "48139","Ellis, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2608873,2734497,2824953,3148188,3375902,3764138,4264742,4150349,3881442,4142046,4602174,4884796,4943781,5058479,5325951,5596384,5928672,6574746,6818188,6982670
 "48141","El Paso, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",20010622,20843134,20857054,22120648,22619036,23242953,23654126,22997159,23346779,25196072,26443013,27203793,26833973,26350024,26686911,26981360,27667837,28494753,29805366,29540504
 "48141","El Paso, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",73.558,76.618,76.670,81.315,83.147,85.440,86.952,84.537,85.822,92.620,97.203,100.000,98.641,96.862,98.100,99.182,101.706,104.746,109.563,108.590
 "48141","El Paso, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",15199376,16125652,16475446,17957999,19168725,20438151,21467369,21214021,22056666,24107727,25853206,27203793,27242840,27272341,28229315,28758872,29999106,31775328,33823385,33924279
 "48143","Erath, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1046872,1115218,1013554,1010565,1014918,1077338,1063251,1120184,1116499,1189956,1187438,1207761,1259667,1402533,1322747,1275203,1348865,1418352,1501302,1503316
 "48143","Erath, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",86.679,92.338,83.920,83.673,84.033,89.201,88.035,92.749,92.444,98.526,98.317,100.000,104.298,116.127,109.521,105.584,111.683,117.436,124.305,124.471
 "48143","Erath, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",809767,862770,807507,834236,855504,936713,964181,1061568,1017004,1117758,1159970,1207761,1293841,1454369,1366739,1333020,1436458,1540042,1668347,1700273
 "48145","Falls, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",332436,355252,365292,369317,344474,336231,329548,315300,338105,351880,350401,345093,366994,356958,388282,366386,352288,367577,374175,397223
 "48145","Falls, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",96.332,102.944,105.853,107.019,99.820,97.432,95.495,91.366,97.975,101.967,101.538,100.000,106.346,103.438,112.515,106.170,102.085,106.515,108.427,115.106
 "48145","Falls, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",239108,261301,277397,293879,278607,281247,290889,285755,311942,332821,343425,345093,373426,365836,395870,371111,365777,391165,408029,443962
 "48147","Fannin, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",682215,632637,638776,634286,617350,609558,559528,576055,581671,594386,616058,604907,624568,637242,669749,701926,729577,808070,843912,868567
 "48147","Fannin, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",112.780,104.584,105.599,104.857,102.057,100.769,92.498,95.230,96.159,98.261,101.844,100.000,103.250,105.346,110.719,116.039,120.610,133.586,139.511,143.587
 "48147","Fannin, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",528833,496549,514381,531197,529276,539540,510691,535237,552160,572363,602013,604907,641215,670963,720639,766971,812839,926037,993221,1049135
 "48149","Fayette, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1832514,1785995,1792458,1633958,1519328,1572289,1643276,1590940,1573430,1537266,1575985,1562017,1777405,1781563,1684843,1609560,1715777,1654650,1688455,1620725
 "48149","Fayette, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",117.317,114.339,114.753,104.606,97.267,100.658,105.202,101.852,100.731,98.415,100.894,100.000,113.789,114.055,107.863,103.044,109.844,105.930,108.095,103.758
 "48149","Fayette, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1310338,1212953,1366882,1320759,1357825,1456946,1567138,1641693,1505652,1528666,1613724,1562017,1846705,1887289,1550374,1451058,1610714,1615199,1646933,1531340
 "48151","Fisher, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",135937,141418,134995,135074,147507,139391,168169,152022,177811,223036,251507,220370,235240,217568,215123,215145,210591,275851,262415,280304
 "48151","Fisher, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",61.686,64.173,61.258,61.294,66.936,63.253,76.312,68.985,80.687,101.210,114.130,100.000,106.748,98.728,97.619,97.629,95.563,125.176,119.079,127.197
 "48151","Fisher, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",95487,93155,106416,117978,139690,134336,175120,186639,144003,213091,269847,220370,247305,228429,166156,158261,169361,238523,212113,197887
 "48153","Floyd, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",255531,269036,265333,301058,343230,317174,357217,222187,262317,374310,225174,184070,218945,149010,171891,222462,312384,297047,347472,290510
 "48153","Floyd, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",138.823,146.159,144.148,163.556,186.467,172.311,194.066,120.708,142.509,203.352,122.331,100.000,118.947,80.953,93.383,120.857,169.709,161.377,188.772,157.826
 "48153","Floyd, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",170370,174086,184279,232530,240857,218860,296890,186812,200591,313266,220164,184070,225352,153790,177308,225893,326090,314551,375598,310660
 "48155","Foard, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",53264,49008,55648,48422,42206,37187,49570,39015,41251,34478,34154,42013,45106,44806,36843,31233,32216,45577,57242,109354
 "48155","Foard, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",126.780,116.650,132.456,115.255,100.461,88.515,117.988,92.864,98.186,82.065,81.295,100.000,107.364,106.649,87.695,74.342,76.682,108.485,136.248,260.289
 "48155","Foard, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",34819,30207,41124,40318,38648,34539,50381,44930,36240,34054,35867,42013,47012,45547,32083,26939,29219,43138,53675,100359
 "48157","Fort Bend, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",12175986,13067363,13210227,13934565,15206333,16690027,17819834,18092384,17542574,18496687,18923657,20071696,22908507,25209812,28644049,24485721,25501334,27133965,28167815,27854681
 "48157","Fort Bend, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",60.662,65.103,65.815,69.424,75.760,83.152,88.781,90.139,87.400,92.153,94.280,100.000,114.133,125.599,142.709,121.991,127.051,135.185,140.336,138.776
 "48157","Fort Bend, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",9428016,10154915,10644337,11571373,13234577,14956369,16406075,17094485,16749856,17780470,18532845,20071696,23331427,26120077,29731692,24952110,26513880,28889246,30595500,30669706
 "48159","Franklin, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",298436,332302,311776,313181,311793,304494,296261,290994,288135,294471,277166,335182,364154,389034,427894,420121,443767,444896,415703,430682
 "48159","Franklin, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",89.037,99.141,93.017,93.436,93.022,90.844,88.388,86.817,85.964,87.854,82.691,100.000,108.644,116.067,127.660,125.341,132.396,132.733,124.023,128.492
 "48159","Franklin, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",220719,236602,246817,266582,281151,280256,286513,308481,262304,285737,282623,335182,372751,391295,377610,357961,398157,410099,379367,386206
 "48161","Freestone, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",2607766,3162825,3581273,3461240,3346296,3324239,3347000,3092992,3340432,2773569,2276656,1981664,1933212,1964397,2061920,1830924,1802683,1286934,1326617,1284749
 "48161","Freestone, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",131.595,159.604,180.720,174.663,168.863,167.750,168.898,156.081,168.567,139.962,114.886,100.000,97.555,99.129,104.050,92.393,90.968,64.942,66.945,64.832
 "48161","Freestone, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1442176,1531719,2373963,2653946,3304000,3365721,3568077,4212811,2776176,2790184,2496293,1981664,2021484,2067893,1605424,1337120,1445133,1116279,1090099,947888
 "48163","Frio, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",343578,400035,372467,349523,358469,401644,428407,453652,454627,510688,776586,1125006,1292251,1531708,1525343,1326383,1409808,1477657,1429979,1232086
 "48163","Frio, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",30.540,35.558,33.108,31.069,31.864,35.702,38.080,40.324,40.411,45.394,69.030,100.000,114.866,136.151,135.585,117.900,125.316,131.347,127.109,109.518
 "48163","Frio, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",261434,297182,301931,305354,324723,373430,418485,481286,424706,508492,814517,1125006,1349666,1592231,1193678,971240,1160919,1324317,1175606,878054
 "48165","Gaines, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",2554725,3353454,2609218,2593743,2390905,2779265,2932664,2639520,3379903,3157150,3107270,3693159,3484727,3006679,3265265,3270659,3535454,3149967,3357767,2976855
 "48165","Gaines, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",69.175,90.802,70.650,70.231,64.739,75.254,79.408,71.471,91.518,85.486,84.136,100.000,94.356,81.412,88.414,88.560,95.730,85.292,90.919,80.605
 "48165","Gaines, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1348998,1485142,1715010,2036415,2448856,2875227,3243971,3924801,2612775,3211561,3600638,3693159,3721397,3118599,1860940,1664748,2196655,2285641,2050552,1371974
 "48167","Galveston, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",14037496,13396848,13505016,15182326,13707526,14249325,16612870,14815152,15140225,15311776,14766839,14004275,14485379,12715140,13856734,14359672,15570739,15641021,16276531,16310246
 "48167","Galveston, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",100.237,95.663,96.435,108.412,97.881,101.750,118.627,105.790,108.111,109.336,105.445,100.000,103.435,90.795,98.946,102.538,111.186,111.687,116.225,116.466
 "48167","Galveston, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",8266050,7719015,8299390,9836152,9935192,10943549,13366225,11966224,11539445,12645072,14106998,14004275,14105796,12464746,13611524,13529002,15545155,16812464,17041683,16406153
 "48169","Garza, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",388549,475958,369182,371010,345470,413591,451835,419732,509043,456210,449144,518375,471275,416691,402741,406053,364411,339616,377387,313169
 "48169","Garza, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",74.955,91.817,71.219,71.572,66.645,79.786,87.164,80.971,98.200,88.008,86.645,100.000,90.914,80.384,77.693,78.332,70.299,65.516,72.802,60.414
 "48169","Garza, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",216807,231806,250253,292468,344810,420069,489117,585341,406247,458615,505894,518375,498695,432046,266158,247988,259258,273076,269050,186187
 "48171","Gillespie, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",567096,605222,628301,654448,688418,729708,721310,724043,733346,748260,763562,811298,794751,855688,883675,884485,900648,946694,996822,995125
 "48171","Gillespie, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",69.900,74.599,77.444,80.667,84.854,89.943,88.908,89.245,90.392,92.230,94.116,100.000,97.960,105.471,108.921,109.021,111.013,116.689,122.868,122.658
 "48171","Gillespie, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",431968,472641,502970,541141,587844,645235,659689,674997,698882,719502,744000,811298,813524,897593,950778,972725,1007033,1081547,1170582,1204790
 "48173","Glasscock, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",413429,506591,407822,369204,366784,389766,499268,433635,576040,664464,1091628,2103695,2461911,2774171,3425362,3761287,4176315,5069065,5864146,4879207
 "48173","Glasscock, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",19.653,24.081,19.386,17.550,17.435,18.528,23.733,20.613,27.382,31.586,51.891,100.000,117.028,131.871,162.826,178.794,198.523,240.960,278.755,231.935
 "48173","Glasscock, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",210749,211475,265498,291018,383116,410966,565507,654615,449428,688407,1296878,2103695,2651162,2877005,1562350,1443653,2126985,3223352,2804818,1296285
 "48175","Goliad, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",791328,739545,765644,796076,992653,1120132,903332,745671,685771,535402,469284,488391,425067,430194,326614,319943,341456,334815,327035,291294
 "48175","Goliad, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",162.027,151.425,156.769,163.000,203.249,229.351,184.961,152.679,140.414,109.625,96.088,100.000,87.034,88.084,66.875,65.510,69.914,68.555,66.962,59.644
 "48175","Goliad, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",464003,389388,516370,603425,939790,1087603,920197,944081,613485,535256,494663,488391,441627,464521,317062,301307,335859,344029,335667,291467
 "48177","Gonzales, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",591299,651298,597378,608866,621024,601336,556484,588252,615856,817151,1540757,3637732,5394985,5401528,5353546,5138220,4888990,4730757,5246041,4155550
 "48177","Gonzales, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",16.255,17.904,16.422,16.738,17.072,16.531,15.298,16.171,16.930,22.463,42.355,100.000,148.306,148.486,147.167,141.248,134.397,130.047,144.212,114.235
 "48177","Gonzales, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",447618,483471,474996,523714,528441,519670,516332,575475,580990,826327,1736049,3637732,5766222,5571369,2860999,2402863,2817513,3178551,2896098,1614889
 "48179","Gray, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1013158,1063601,1025892,1109190,1169447,1292532,1339672,1212766,1102244,1087556,1174098,1246946,1278920,1274412,1210408,1026230,1046952,1061843,1049981,979058
 "48179","Gray, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",81.251,85.296,82.272,88.952,93.785,103.656,107.436,97.259,88.395,87.218,94.158,100.000,102.564,102.203,97.070,82.299,83.961,85.156,84.204,78.516
 "48179","Gray, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",688672,700387,756303,869012,1001943,1135609,1229889,1232991,967699,1023623,1173162,1246946,1321774,1325543,1150912,957294,1024315,1075001,1056928,957411
 "48181","Grayson, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3127864,3207642,3261898,3473589,3508475,3806857,3746975,3787663,3788149,3883422,4077761,4192763,4226710,4282513,4415646,4507768,4517559,4751598,4794754,4778611
 "48181","Grayson, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",74.601,76.504,77.798,82.847,83.679,90.796,89.368,90.338,90.350,92.622,97.257,100.000,100.810,102.141,105.316,107.513,107.747,113.329,114.358,113.973
 "48181","Grayson, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2761475,2848142,2944021,3188506,3306458,3626453,3613236,3716034,3654690,3793406,4037303,4192763,4318370,4445693,4557702,4688826,4774314,5130317,5273226,5354786
 "48183","Gregg, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5986442,5730461,5733150,5877107,6328905,6801346,7554628,7684338,7511015,7703511,8288522,8416451,8354401,8125508,7481577,6895241,6891953,7271119,7368823,6672943
 "48183","Gregg, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",71.128,68.086,68.118,69.829,75.197,80.810,89.760,91.301,89.242,91.529,98.480,100.000,99.263,96.543,88.892,81.926,81.887,86.392,87.553,79.285
 "48183","Gregg, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4382863,4161139,4426304,4734415,5481474,6064680,6963560,7514367,6898046,7316674,8142124,8416451,8541008,8428088,7644113,7070341,7222883,7783318,7994805,7242876
 "48185","Grimes, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1189958,1092979,1137017,1085016,1140407,1136214,1176476,1282091,1276255,1231441,1334249,1392462,1375976,1278945,1201568,1103771,1055186,1084945,1071838,1008055
 "48185","Grimes, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",85.457,78.493,81.655,77.921,81.899,81.597,84.489,92.074,91.655,88.436,95.819,100.000,98.816,91.848,86.291,79.268,75.778,77.916,76.974,72.394
 "48185","Grimes, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",858098,760300,870235,879336,1013340,1050777,1118242,1315543,1226287,1214841,1346725,1392462,1427031,1355923,1188006,1079185,1060842,1126897,1133798,1067473
 "48187","Guadalupe, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",2555218,2895614,2875339,2846137,3013766,3307634,3226656,3393234,3155024,3519164,3872299,4187227,5121485,5729254,6250775,5563857,5359557,5538906,7056072,7475402
 "48187","Guadalupe, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",61.024,69.154,68.669,67.972,71.975,78.993,77.059,81.038,75.349,84.045,92.479,100.000,122.312,136.827,149.282,132.877,127.998,132.281,168.514,178.529
 "48187","Guadalupe, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2211245,2488395,2506096,2526735,2746026,3079627,3072998,3302650,3054684,3446917,3818106,4187227,5221795,6005596,6821631,6106363,5943623,6212933,8013137,8544131
 "48189","Hale, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1308502,1428410,1315245,1344640,1398355,1430897,1442374,1484392,1545205,1655612,1432275,1376885,1362123,1255485,1234978,1170499,1163476,1189314,1325975,1301424
 "48189","Hale, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",95.034,103.742,95.523,97.658,101.559,103.923,104.756,107.808,112.225,120.243,104.023,100.000,98.928,91.183,89.694,85.011,84.501,86.377,96.303,94.519
 "48189","Hale, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",943452,1017713,1016384,1097324,1186181,1224036,1315557,1493847,1349284,1555987,1438126,1376885,1402917,1290940,1180254,1102508,1139086,1201921,1343731,1305806
 "48191","Hall, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",82621,86421,96424,87799,93793,97618,100055,78608,138075,126350,82734,80250,105368,82079,81976,71260,76383,65931,87363,79476
 "48191","Hall, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",102.955,107.690,120.155,109.408,116.876,121.643,124.680,97.954,172.057,157.446,103.096,100.000,131.301,102.280,102.152,88.798,95.182,82.158,108.863,99.036
 "48191","Hall, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",57472,60578,70251,68120,72520,77213,87858,70044,115808,114180,81351,80250,107422,83760,84935,74423,81837,71559,96066,88103
