GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "48107","Crosby, TX",6,CAGDP2,45,"51","  Information","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "48107","Crosby, TX",6,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing","Thousands of dollars",21257,22466,21233,15724,17079,17918,19166,17290,18862,22838,20900,22536,22400,24151,22919,23364,24784,28675,27388,32297
 "48107","Crosby, TX",6,CAGDP2,51,"52","   Finance and insurance","Thousands of dollars",5911,(D),(D),4695,(D),(D),(D),(D),(D),(D),(D),6071,5643,(D),(D),(D),(D),(D),5677,(D)
 "48107","Crosby, TX",6,CAGDP2,56,"53","   Real estate and rental and leasing","Thousands of dollars",15346,(D),(D),11029,(D),(D),(D),(D),(D),(D),(D),16465,16758,(D),(D),(D),(D),(D),21711,(D)
 "48107","Crosby, TX",6,CAGDP2,59,"54, 55, 56","  Professional and business services","Thousands of dollars",(D),(D),929,848,831,868,828,914,945,1359,1949,12846,12513,13613,13558,13968,2455,2675,3482,3433
 "48107","Crosby, TX",6,CAGDP2,60,"54","   Professional, scientific, and technical services","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),722,1143,1551,1524,1402,1407,(D),(D),(D),(D),(D),(D)
 "48107","Crosby, TX",6,CAGDP2,64,"55","   Management of companies and enterprises","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "48107","Crosby, TX",6,CAGDP2,65,"56","   Administrative and support and waste management and remediation services","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),662,1103,1254,1387,1321,(D)
 "48107","Crosby, TX",6,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance","Thousands of dollars",6292,6591,7494,7787,7341,(D),5990,(D),6645,6920,6141,6130,(D),6918,6984,7593,7393,7592,7226,6626
 "48107","Crosby, TX",6,CAGDP2,69,"61","   Educational services","Thousands of dollars",60,62,77,131,117,135,165,134,(D),(D),(D),(D),92,89,109,101,119,87,77,62
 "48107","Crosby, TX",6,CAGDP2,70,"62","   Health care and social assistance","Thousands of dollars",6232,6529,7417,7656,7224,(D),5825,(D),(D),(D),(D),(D),(D),6829,6875,7492,7274,7505,7149,6564
 "48107","Crosby, TX",6,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services","Thousands of dollars",1620,1546,(D),(D),1032,927,793,789,1177,1046,1120,1115,1286,(D),(D),(D),(D),(D),996,847
 "48107","Crosby, TX",6,CAGDP2,76,"71","   Arts, entertainment, and recreation","Thousands of dollars",387,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "48107","Crosby, TX",6,CAGDP2,79,"72","   Accommodation and food services","Thousands of dollars",1233,(D),1219,1289,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "48107","Crosby, TX",6,CAGDP2,82,"81","  Other services (except government and government enterprises)","Thousands of dollars",4396,5045,5089,5025,5255,5369,4916,4195,3946,4050,4075,4102,3531,3779,4280,4055,4446,4391,4415,4293
 "48107","Crosby, TX",6,CAGDP2,83,"...","Government and government enterprises","Thousands of dollars",21799,22341,23122,22877,23144,23193,24353,24464,25202,26130,25641,26378,26626,26277,27071,28091,27873,27845,27354,27438
 "48107","Crosby, TX",6,CAGDP2,87,"11, 21","Natural resources and mining","Thousands of dollars",25197,34439,48143,101505,109098,86095,116106,90178,104450,178385,97534,115817,232305,152932,74915,64077,71855,67546,76434,34924
 "48107","Crosby, TX",6,CAGDP2,88,"42, 44-45","Trade","Thousands of dollars",18155,17985,22015,26052,32101,29618,30351,34187,30154,34845,34703,26540,29912,31480,29809,29632,32080,30802,31789,33303
 "48107","Crosby, TX",6,CAGDP2,89,"22, 48-49","Transportation and utilities","Thousands of dollars",984,904,1139,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "48107","Crosby, TX",6,CAGDP2,90,"31-33, 51","Manufacturing and information","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),3521,3415,(D),(D),3869,3831,3553,2999,2578,(D),2571,2475
 "48107","Crosby, TX",6,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",29380,39015,51988,105307,114214,91020,120448,95091,109369,182553,101725,121013,237984,158843,80154,69227,77438,73087,82723,40543
 "48107","Crosby, TX",6,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",54754,56492,60491,59234,65954,63779,64715,66941,65169,75110,73951,78237,80910,85645,85856,98076,121111,131772,146899,155790
 "48109","Culberson, TX",6,CAGDP2,1,"...","All industry total","Thousands of dollars",55659,58507,62356,70834,82520,87800,95123,137038,130156,129935,146824,217549,331148,576806,452620,529410,839881,1052898,1105541,721963
 "48109","Culberson, TX",6,CAGDP2,2,"..."," Private industries","Thousands of dollars",38661,40844,44060,52025,63295,68995,75052,115989,107517,106383,123347,193515,306206,552096,426691,502809,812676,1024500,1075584,689937
 "48109","Culberson, TX",6,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting","Thousands of dollars",514,3237,3198,4047,2918,2046,2978,(D),4281,1105,1251,1787,4005,1124,1140,2810,1422,1447,1461,1600
 "48109","Culberson, TX",6,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction","Thousands of dollars",13990,11362,12847,17163,27785,28217,31816,69142,50848,51085,73325,141062,244635,489907,362573,424408,709073,903943,930046,549605
 "48109","Culberson, TX",6,CAGDP2,10,"22","  Utilities","Thousands of dollars",153,157,357,266,261,263,296,278,278,315,324,334,343,341,394,405,413,419,397,400
 "48109","Culberson, TX",6,CAGDP2,11,"23","  Construction","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),2136,2236,2642,(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "48109","Culberson, TX",6,CAGDP2,12,"31-33","  Manufacturing","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),6463,12314,12316,9526,(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "48109","Culberson, TX",6,CAGDP2,13,"321,327-339","   Durable goods manufacturing","Thousands of dollars",0,0,205,163,253,97,4685,(D),(D),(D),(D),(D),13636,15232,(D),(D),(D),(D),(D),(D)
 "48109","Culberson, TX",6,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),154
 "48109","Culberson, TX",6,CAGDP2,34,"42","  Wholesale trade","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),2518,1287,1198,1438,1535
 "48109","Culberson, TX",6,CAGDP2,35,"44-45","  Retail trade","Thousands of dollars",8124,8551,9825,11087,12783,13117,14253,14075,14974,14802,11593,11176,11829,12563,13578,14825,15967,18489,20911,23938
 "48109","Culberson, TX",6,CAGDP2,36,"48-49","  Transportation and warehousing","Thousands of dollars",1224,1226,1040,1013,1078,1225,1363,1236,1154,1063,1287,1456,1364,1194,1141,(D),(D),(D),(D),(D)
 "48109","Culberson, TX",6,CAGDP2,45,"51","  Information","Thousands of dollars",(D),0,46,58,79,62,95,121,(D),(D),(D),0,23,11,17,14,29,(D),(D),(D)
 "48109","Culberson, TX",6,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing","Thousands of dollars",5780,6383,6155,(D),(D),6981,5662,6262,6478,8457,8654,7023,7833,9099,9318,9908,9350,12073,(D),14705
 "48109","Culberson, TX",6,CAGDP2,51,"52","   Finance and insurance","Thousands of dollars",(D),(D),(D),(D),(D),91,69,108,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "48109","Culberson, TX",6,CAGDP2,56,"53","   Real estate and rental and leasing","Thousands of dollars",(D),(D),(D),4746,5023,6890,5593,6154,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),10907,(D)
 "48109","Culberson, TX",6,CAGDP2,59,"54, 55, 56","  Professional and business services","Thousands of dollars",293,250,341,417,(D),(D),(D),(D),1621,1251,1329,976,1412,1527,(D),(D),(D),2938,4036,3985
 "48109","Culberson, TX",6,CAGDP2,60,"54","   Professional, scientific, and technical services","Thousands of dollars",268,213,283,264,(D),(D),(D),(D),1062,795,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "48109","Culberson, TX",6,CAGDP2,64,"55","   Management of companies and enterprises","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),0,0,0,0,0,0
 "48109","Culberson, TX",6,CAGDP2,65,"56","   Administrative and support and waste management and remediation services","Thousands of dollars",25,37,58,153,158,195,118,49,559,456,(D),(D),105,99,62,49,31,(D),(D),(D)
 "48109","Culberson, TX",6,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance","Thousands of dollars",(D),(D),534,1381,(D),(D),(D),(D),(D),3885,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "48109","Culberson, TX",6,CAGDP2,69,"61","   Educational services","Thousands of dollars",26,27,19,0,19,22,30,22,42,66,60,43,41,17,7,7,24,6,26,6
 "48109","Culberson, TX",6,CAGDP2,70,"62","   Health care and social assistance","Thousands of dollars",(D),(D),515,1381,(D),(D),(D),(D),(D),3819,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "48109","Culberson, TX",6,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services","Thousands of dollars",6748,7657,8259,9081,8183,8472,7243,6763,5952,6047,5399,5303,5662,6866,8132,8605,8793,10643,10517,7487
 "48109","Culberson, TX",6,CAGDP2,76,"71","   Arts, entertainment, and recreation","Thousands of dollars",0,1,5,94,29,16,12,8,16,11,18,11,56,102,150,(D),(D),(D),628,220
 "48109","Culberson, TX",6,CAGDP2,79,"72","   Accommodation and food services","Thousands of dollars",6748,7656,8254,8987,8154,8456,7231,6755,5936,6036,5381,5292,5606,6764,7982,(D),(D),(D),9889,7267
 "48109","Culberson, TX",6,CAGDP2,82,"81","  Other services (except government and government enterprises)","Thousands of dollars",(D),(D),(D),(D),824,739,792,941,1021,942,931,871,(D),1422,1679,2169,2373,2815,3003,2868
 "48109","Culberson, TX",6,CAGDP2,83,"...","Government and government enterprises","Thousands of dollars",16998,17663,18296,18809,19224,18805,20071,21049,22639,23552,23477,24034,24943,24710,25929,26601,27205,28398,29956,32026
 "48109","Culberson, TX",6,CAGDP2,87,"11, 21","Natural resources and mining","Thousands of dollars",14504,14599,16045,21209,30704,30263,34795,(D),55129,52190,74577,142848,248639,491031,363713,427218,710495,905390,931507,551206
 "48109","Culberson, TX",6,CAGDP2,88,"42, 44-45","Trade","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),17343,17254,19688,22350,25473
 "48109","Culberson, TX",6,CAGDP2,89,"22, 48-49","Transportation and utilities","Thousands of dollars",1377,1383,1397,1279,1339,1488,1659,1514,1432,1378,1611,1790,1707,1535,1535,(D),(D),(D),(D),(D)
 "48109","Culberson, TX",6,CAGDP2,90,"31-33, 51","Manufacturing and information","Thousands of dollars",108,(D),(D),(D),(D),(D),(D),6584,(D),(D),(D),(D),(D),(D),(D),(D),(D),62822,83047,73541
 "48109","Culberson, TX",6,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",14615,14941,16354,21734,31098,33579,40251,80596,69579,66743,86745,158808,269227,511976,384318,458104,767241,969485,1016040,627623
 "48109","Culberson, TX",6,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",24046,25904,27706,30291,32197,35416,34801,35392,37938,39640,36602,34708,36979,40121,42373,44705,45435,55015,59544,62314
 "48111","Dallam, TX",6,CAGDP2,1,"...","All industry total","Thousands of dollars",305574,292035,289067,362074,322928,324188,392675,425454,426982,467678,535922,604480,614494,717779,850565,746903,799079,689493,697650,655182
 "48111","Dallam, TX",6,CAGDP2,2,"..."," Private industries","Thousands of dollars",275314,273249,269545,342032,306487,306433,374497,407873,410193,449692,517638,585635,595530,698404,830520,726744,777429,666782,675309,632489
 "48111","Dallam, TX",6,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting","Thousands of dollars",125577,126865,116099,169542,122684,97870,149481,146307,119366,118140,(D),(D),(D),(D),(D),(D),354430,250733,252364,203931
 "48111","Dallam, TX",6,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction","Thousands of dollars",0,0,14,94,992,0,0,0,0,0,433,0,3457,2866,3014,0,0,0,0,0
 "48111","Dallam, TX",6,CAGDP2,10,"22","  Utilities","Thousands of dollars",2960,3272,3272,3401,7253,7340,7880,3198,3362,3349,2781,2722,2986,3087,3450,3567,3573,3784,4033,4614
 "48111","Dallam, TX",6,CAGDP2,11,"23","  Construction","Thousands of dollars",9176,9377,6948,8039,10497,24049,26218,14764,20951,32957,33038,31088,34596,30209,33423,37659,37845,35626,34678,35824
 "48111","Dallam, TX",6,CAGDP2,12,"31-33","  Manufacturing","Thousands of dollars",13832,5938,6409,8297,15557,21110,27762,51986,57634,63160,57372,60824,78146,87022,113805,113502,108308,85889,84369,90449
 "48111","Dallam, TX",6,CAGDP2,13,"321,327-339","   Durable goods manufacturing","Thousands of dollars",12323,(D),(D),(D),(D),(D),6060,6751,6829,7319,8018,7277,7764,6170,6843,9430,9881,11237,8733,9760
 "48111","Dallam, TX",6,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing","Thousands of dollars",1509,(D),(D),(D),(D),(D),21702,45235,50805,55841,49354,53547,70382,80852,106962,104072,98427,74652,75635,80689
 "48111","Dallam, TX",6,CAGDP2,34,"42","  Wholesale trade","Thousands of dollars",26306,25006,28320,36777,34175,36509,38260,44430,46659,59173,65919,74674,73839,72071,72909,63020,59194,61709,67020,75225
 "48111","Dallam, TX",6,CAGDP2,35,"44-45","  Retail trade","Thousands of dollars",15181,16262,17554,20337,21886,23931,21845,20930,28812,28624,21218,14412,14989,17224,20280,24082,27170,26999,25236,25305
 "48111","Dallam, TX",6,CAGDP2,36,"48-49","  Transportation and warehousing","Thousands of dollars",19283,19408,20904,27475,28527,26093,29502,38768,39357,47057,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "48111","Dallam, TX",6,CAGDP2,45,"51","  Information","Thousands of dollars",3182,3466,3072,1737,1908,2928,4958,9473,10416,11222,13023,12129,12454,12387,14727,14416,15881,16631,16498,15724
 "48111","Dallam, TX",6,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing","Thousands of dollars",27407,26933,28159,27574,25116,27132,25681,29871,34957,36769,38544,40651,41400,41277,48557,55605,61970,70344,80160,84133
 "48111","Dallam, TX",6,CAGDP2,51,"52","   Finance and insurance","Thousands of dollars",11134,12526,13551,13325,13135,11643,10778,11643,11952,14425,16107,16591,17241,15968,21573,31641,32961,36620,40464,40026
 "48111","Dallam, TX",6,CAGDP2,56,"53","   Real estate and rental and leasing","Thousands of dollars",16273,14407,14608,14249,11981,15490,14903,18228,23006,22344,22437,24059,24159,25310,26984,23964,29009,33724,39695,44106
 "48111","Dallam, TX",6,CAGDP2,59,"54, 55, 56","  Professional and business services","Thousands of dollars",9992,12062,11900,11732,13375,15580,16546,21583,20727,22350,23220,25458,25963,28027,29637,27676,30411,30192,33195,33611
 "48111","Dallam, TX",6,CAGDP2,60,"54","   Professional, scientific, and technical services","Thousands of dollars",5625,7089,5847,5408,5534,5623,5914,7209,7052,8343,8911,10151,9900,10253,10186,11149,11033,9683,10047,10729
 "48111","Dallam, TX",6,CAGDP2,64,"55","   Management of companies and enterprises","Thousands of dollars",(D),(D),(D),(D),5988,7283,8510,(D),(D),(D),10116,10911,10636,11775,11537,11747,13744,15376,16466,15680
 "48111","Dallam, TX",6,CAGDP2,65,"56","   Administrative and support and waste management and remediation services","Thousands of dollars",(D),(D),(D),(D),1854,2674,2123,(D),(D),(D),4193,4396,5427,5998,7914,4781,5634,5133,6682,7202
 "48111","Dallam, TX",6,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance","Thousands of dollars",4755,5131,5415,4955,4433,4275,4734,4339,5262,6533,7678,7510,5710,5523,5456,6526,(D),(D),(D),(D)
 "48111","Dallam, TX",6,CAGDP2,69,"61","   Educational services","Thousands of dollars",1205,1222,1242,1157,(D),365,683,529,819,1152,1177,777,646,748,830,585,529,(D),(D),(D)
 "48111","Dallam, TX",6,CAGDP2,70,"62","   Health care and social assistance","Thousands of dollars",3550,3909,4173,3799,(D),3909,4051,3810,4443,5381,6501,6733,5064,4775,4626,5942,(D),(D),(D),(D)
 "48111","Dallam, TX",6,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services","Thousands of dollars",10032,10494,13629,13902,12070,11906,13882,14638,14714,13114,12274,12172,11682,12651,11923,12087,12856,14396,13478,10387
 "48111","Dallam, TX",6,CAGDP2,76,"71","   Arts, entertainment, and recreation","Thousands of dollars",854,(D),(D),815,754,864,1352,1259,1065,(D),922,361,510,520,574,728,974,1104,1374,1581
 "48111","Dallam, TX",6,CAGDP2,79,"72","   Accommodation and food services","Thousands of dollars",9178,(D),(D),13087,11316,11042,12530,13378,13649,(D),11352,11811,11172,12131,11349,11359,11882,13292,12104,8805
 "48111","Dallam, TX",6,CAGDP2,82,"81","  Other services (except government and government enterprises)","Thousands of dollars",7630,9034,7849,8168,8013,7710,7747,7585,7977,7247,9059,10747,16154,15549,16756,17123,16815,16417,16194,8450
 "48111","Dallam, TX",6,CAGDP2,83,"...","Government and government enterprises","Thousands of dollars",30260,18786,19522,20042,16441,17755,18178,17581,16789,17986,18284,18845,18964,19375,20045,20159,21650,22711,22342,22693
 "48111","Dallam, TX",6,CAGDP2,87,"11, 21","Natural resources and mining","Thousands of dollars",125577,126865,116113,169635,123676,97870,149481,146307,119366,118140,(D),(D),(D),(D),(D),(D),354430,250733,252364,203931
 "48111","Dallam, TX",6,CAGDP2,88,"42, 44-45","Trade","Thousands of dollars",41487,41269,45874,57115,56061,60440,60105,65361,75470,87797,87138,89085,88827,89295,93189,87102,86364,88708,92256,100530
 "48111","Dallam, TX",6,CAGDP2,89,"22, 48-49","Transportation and utilities","Thousands of dollars",22243,22680,24176,30876,35780,33433,37382,41966,42719,50406,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "48111","Dallam, TX",6,CAGDP2,90,"31-33, 51","Manufacturing and information","Thousands of dollars",17014,9404,9482,10035,17465,24039,32720,61459,68050,74382,70395,72954,90600,99409,128532,127919,124189,102520,100867,106173
 "48111","Dallam, TX",6,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",148585,142180,129471,185972,149730,143029,203461,213058,197951,214256,(D),(D),(D),(D),(D),(D),500583,372249,371410,330203
 "48111","Dallam, TX",6,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",126729,131069,140075,156060,156757,163404,171035,194815,212243,235436,(D),(D),(D),(D),(D),(D),276846,294533,303898,302286
 "48113","Dallas, TX",6,CAGDP2,1,"...","All industry total","Thousands of dollars",137414952,139825934,140988401,149768821,156567814,169957103,175882406,177509983,169954753,175922558,186098537,194258511,202873765,212506527,225699260,234917343,244479935,258725446,274113964,269827997
 "48113","Dallas, TX",6,CAGDP2,2,"..."," Private industries","Thousands of dollars",128042188,129672269,130458574,138830455,145032008,158001950,163091217,164009093,155958260,161420809,171708276,179411244,187365397,196435725,208745928,217178872,226146466,239727285,254528837,249180093
 "48113","Dallas, TX",6,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting","Thousands of dollars",32820,38123,27584,34662,40268,56666,50469,54450,47776,36522,29769,57674,47411,26449,37827,30307,22068,11022,8349,17314
 "48113","Dallas, TX",6,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction","Thousands of dollars",1313461,1216686,1042333,1029358,1222965,1575629,1467579,2192030,1683256,1858831,2264676,2430180,2386102,2680848,2430001,2212739,2276712,2260897,2338375,1584049
 "48113","Dallas, TX",6,CAGDP2,10,"22","  Utilities","Thousands of dollars",937573,1006451,1013182,1022922,921678,983024,1225305,920418,732797,731857,952779,867356,839227,845657,871577,946863,1158066,1328048,1195245,1141962
 "48113","Dallas, TX",6,CAGDP2,11,"23","  Construction","Thousands of dollars",6167431,5987676,6077853,6114533,7062444,7760216,8185861,7485518,6689788,6097364,6354387,7085805,7747455,8959663,9671473,10403665,10709643,11023384,12044387,11835273
 "48113","Dallas, TX",6,CAGDP2,12,"31-33","  Manufacturing","Thousands of dollars",16999034,18266387,17405993,20643845,21142183,23821581,22351914,21678630,20298826,21124791,22526603,22251546,23333384,22144963,22474561,21282863,21566186,22605337,23219920,22461722
 "48113","Dallas, TX",6,CAGDP2,13,"321,327-339","   Durable goods manufacturing","Thousands of dollars",11722434,12399332,11283177,13016525,13490587,15530451,14187546,14611579,13088505,13449817,14349737,13845036,14254927,13872698,13305515,13475092,13822438,14196538,14577707,13859620
 "48113","Dallas, TX",6,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing","Thousands of dollars",5276600,5867055,6122816,7627320,7651596,8291130,8164369,7067051,7210321,7674974,8176867,8406510,9078457,8272265,9169046,7807770,7743748,8408799,8642212,8602103
 "48113","Dallas, TX",6,CAGDP2,34,"42","  Wholesale trade","Thousands of dollars",15085690,14540480,14992481,16417236,17402284,18624559,19611294,20174368,19284689,20778379,21912277,24209885,23821207,23636091,23036097,21508233,19960959,21362068,22658781,22688207
 "48113","Dallas, TX",6,CAGDP2,35,"44-45","  Retail trade","Thousands of dollars",9113548,9219119,8468414,8121018,8751344,8844440,8863400,8666471,8106501,8025665,8504146,9418299,10273707,11129230,11851437,12106459,11880041,12397224,12700865,13151316
 "48113","Dallas, TX",6,CAGDP2,36,"48-49","  Transportation and warehousing","Thousands of dollars",3805022,3763903,3909814,4250139,4659678,4893979,4617730,4451471,4137092,4113032,4502876,4789476,4974317,5196954,6385687,7263321,8250669,8692406,11256150,10735799
 "48113","Dallas, TX",6,CAGDP2,45,"51","  Information","Thousands of dollars",11274226,11389245,11567811,12384150,12112793,12400852,14004777,15095786,14622483,15516935,16068811,16068464,17598628,17054708,18471589,19405854,20592657,22938621,23152065,23142673
 "48113","Dallas, TX",6,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing","Thousands of dollars",26334653,26896020,28084793,29313440,30333909,33584496,34587040,32206621,30455571,30888827,33803534,34972481,37450892,41310757,43951622,48605104,52617110,56747683,59593260,60904416
 "48113","Dallas, TX",6,CAGDP2,51,"52","   Finance and insurance","Thousands of dollars",12800822,13173706,14041667,14110066,14244859,15062946,15583613,14211051,14442137,14400346,15696921,17428817,18218062,20610321,22435007,24660004,25947924,28393782,30246754,30901906
 "48113","Dallas, TX",6,CAGDP2,56,"53","   Real estate and rental and leasing","Thousands of dollars",13533831,13722313,14043126,15203373,16089050,18521550,19003427,17995570,16013434,16488481,18106613,17543664,19232830,20700435,21516615,23945100,26669186,28353900,29346507,30002510
 "48113","Dallas, TX",6,CAGDP2,59,"54, 55, 56","  Professional and business services","Thousands of dollars",19854335,19391671,19857684,21656972,23100558,25390768,27358365,29550125,27172700,28102784,29646313,31512042,32944567,35724541,39376026,41300639,44642894,47764013,51954490,51329058
 "48113","Dallas, TX",6,CAGDP2,60,"54","   Professional, scientific, and technical services","Thousands of dollars",13576199,13269757,13383803,14187515,14853808,16240962,17326045,18932476,17390846,17912055,18973449,19760390,20605544,21759146,24049871,25488404,27391786,29209522,31898404,31798208
 "48113","Dallas, TX",6,CAGDP2,64,"55","   Management of companies and enterprises","Thousands of dollars",872215,919662,1034010,1445123,1694144,1864251,2209833,2252893,2139474,2186160,2290268,2905238,3177724,3798905,4031748,4147150,4477440,5471289,6090370,5650289
 "48113","Dallas, TX",6,CAGDP2,65,"56","   Administrative and support and waste management and remediation services","Thousands of dollars",5405922,5202252,5439871,6024334,6552606,7285555,7822487,8364757,7642379,8004568,8382595,8846415,9161299,10166491,11294406,11665085,12773668,13083202,13965716,13880562
 "48113","Dallas, TX",6,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance","Thousands of dollars",9057481,9719519,9671247,9392459,9343372,9952532,10534212,11559216,12795817,13682445,14428379,15127278,15376664,16133202,17114393,18319355,18771084,19256173,20227293,18685228
 "48113","Dallas, TX",6,CAGDP2,69,"61","   Educational services","Thousands of dollars",854435,803622,901421,1020742,990074,1043656,1089701,1245405,1448452,1614193,1704785,1757591,1772566,1814570,1816047,1993664,2067979,2139999,2274440,2043066
 "48113","Dallas, TX",6,CAGDP2,70,"62","   Health care and social assistance","Thousands of dollars",8203046,8915897,8769826,8371718,8353298,8908876,9444511,10313811,11347366,12068252,12723595,13369687,13604098,14318632,15298346,16325691,16703105,17116175,17952853,16642161
 "48113","Dallas, TX",6,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services","Thousands of dollars",5250086,5357824,5538348,5632036,6030734,7090326,7265875,6963797,6943897,7440766,7529169,7249929,7099805,7986830,9298558,9876629,9650904,9007654,9706173,7436511
 "48113","Dallas, TX",6,CAGDP2,76,"71","   Arts, entertainment, and recreation","Thousands of dollars",828350,912105,1000473,973573,926403,1071550,1207589,1279062,1346707,1257610,1380378,1400396,1504966,1805451,1933736,2203521,2292218,2426374,2430904,1883997
 "48113","Dallas, TX",6,CAGDP2,79,"72","   Accommodation and food services","Thousands of dollars",4421736,4445719,4537875,4658463,5104331,6018776,6058286,5684735,5597190,6183155,6148791,5849533,5594839,6181379,7364822,7673108,7358686,6581280,7275270,5552514
 "48113","Dallas, TX",6,CAGDP2,82,"81","  Other services (except government and government enterprises)","Thousands of dollars",2816828,2879166,2801038,2817686,2907799,3022883,2967395,3010191,2987067,3022613,3184559,3370828,3472033,3605833,3775080,3916841,4047472,4332754,4473484,4066563
 "48113","Dallas, TX",6,CAGDP2,83,"...","Government and government enterprises","Thousands of dollars",9372764,10153665,10529826,10938366,11535806,11955153,12791188,13500890,13996492,14501749,14390261,14847266,15508368,16070802,16953332,17738472,18333470,18998161,19585127,20647904
 "48113","Dallas, TX",6,CAGDP2,87,"11, 21","Natural resources and mining","Thousands of dollars",1346281,1254809,1069918,1064020,1263233,1632295,1518048,2246480,1731032,1895353,2294444,2487854,2433513,2707297,2467828,2243046,2298780,2271919,2346724,1601363
 "48113","Dallas, TX",6,CAGDP2,88,"42, 44-45","Trade","Thousands of dollars",24199239,23759599,23460894,24538254,26153627,27468999,28474694,28840839,27391190,28804044,30416423,33628184,34094914,34765321,34887534,33614692,31841000,33759292,35359646,35839524
 "48113","Dallas, TX",6,CAGDP2,89,"22, 48-49","Transportation and utilities","Thousands of dollars",4742594,4770353,4922996,5273061,5581355,5877002,5843036,5371889,4869889,4844888,5455654,5656833,5813543,6042611,7257265,8210184,9408735,10020454,12451395,11877761
 "48113","Dallas, TX",6,CAGDP2,90,"31-33, 51","Manufacturing and information","Thousands of dollars",28273260,29655632,28973803,33027994,33254976,36222433,36356692,36774416,34921309,36641726,38595414,38320010,40932012,39199671,40946150,40688717,42158843,45543958,46371985,45604395
 "48113","Dallas, TX",6,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",24512746,25508872,24553763,27822398,29467860,33214092,32055823,31410628,28719646,29117508,31175434,31825205,33514351,33811923,34613863,33929574,34574609,35900639,37611030,35898359
